,title,genres
898,American History X (1998),Crime|Drama
899,Up (2009),Adventure|Animation|Children|Drama
900,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
901,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
902,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
903,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
904,Cool Hand Luke (1967),Drama
905,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
906,Miracle on 34th Street (1947),Comedy|Drama
907,Kelly's Heroes (1970),Action|Comedy|War
908,Almost Famous (2000),Drama
909,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
910,Hero (Ying xiong) (2002),Action|Adventure|Drama
911,Up (2009),Adventure|Animation|Children|Drama
912,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
913,Schindler's List (1993),Drama|War
914,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
915,Fargo (1996),Comedy|Crime|Drama|Thriller
916,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
917,Reservoir Dogs (1992),Crime|Mystery|Thriller
918,One Flew Over the Cuckoo's Nest (1975),Drama
919,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
920,Lawrence of Arabia (1962),Adventure|Drama|War
921,Apocalypse Now (1979),Action|Drama|War
922,American History X (1998),Crime|Drama
923,Fight Club (1999),Action|Crime|Drama|Thriller
924,One Flew Over the Cuckoo's Nest (1975),Drama
925,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
926,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
927,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
928,Lawrence of Arabia (1962),Adventure|Drama|War
929,Apocalypse Now (1979),Action|Drama|War
930,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
931,Goodfellas (1990),Crime|Drama
932,"Godfather: Part II, The (1974)",Crime|Drama
933,Full Metal Jacket (1987),Drama|War
934,Amadeus (1984),Drama
935,Cool Hand Luke (1967),Drama
936,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
937,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
938,"Shawshank Redemption, The (1994)",Crime|Drama
939,Vertigo (1958),Drama|Mystery|Romance|Thriller
940,Rear Window (1954),Mystery|Thriller
941,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
942,Some Like It Hot (1959),Comedy|Crime
943,Casablanca (1942),Drama|Romance
944,"Maltese Falcon, The (1941)",Film-Noir|Mystery
945,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
946,Goodfellas (1990),Crime|Drama
947,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
948,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
949,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
950,Forrest Gump (1994),Comedy|Drama|Romance|War
951,Schindler's List (1993),Drama|War
952,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
953,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
954,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
955,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
956,Apocalypse Now (1979),Action|Drama|War
957,Goodfellas (1990),Crime|Drama
958,American History X (1998),Crime|Drama
959,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
960,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
961,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
962,"Godfather, The (1972)",Crime|Drama
963,Casablanca (1942),Drama|Romance
964,One Flew Over the Cuckoo's Nest (1975),Drama
965,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
966,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
967,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
968,Lawrence of Arabia (1962),Adventure|Drama|War
969,Apocalypse Now (1979),Action|Drama|War
970,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
971,Goodfellas (1990),Crime|Drama
972,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
973,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
974,"Shawshank Redemption, The (1994)",Crime|Drama
975,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
976,Fargo (1996),Comedy|Crime|Drama|Thriller
977,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
978,American History X (1998),Crime|Drama
979,American Beauty (1999),Drama|Romance
980,Fight Club (1999),Action|Crime|Drama|Thriller
981,Memento (2000),Mystery|Thriller
982,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
983,Up (2009),Adventure|Animation|Children|Drama
984,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
985,Rear Window (1954),Mystery|Thriller
986,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
987,Some Like It Hot (1959),Comedy|Crime
988,Casablanca (1942),Drama|Romance
989,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
990,Reservoir Dogs (1992),Crime|Mystery|Thriller
991,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
992,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
993,Goodfellas (1990),Crime|Drama
994,"Godfather: Part II, The (1974)",Crime|Drama
995,Fight Club (1999),Action|Crime|Drama|Thriller
996,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
997,Terminator 2: Judgment Day (1991),Action|Sci-Fi
998,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
999,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
1000,American History X (1998),Crime|Drama
1001,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1002,Fight Club (1999),Action|Crime|Drama|Thriller
1003,"Green Mile, The (1999)",Crime|Drama
1004,Kelly's Heroes (1970),Action|Comedy|War
1005,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
1006,"Departed, The (2006)",Crime|Drama|Thriller
1007,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
1008,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1009,Rear Window (1954),Mystery|Thriller
1010,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
1011,Casablanca (1942),Drama|Romance
1012,Dial M for Murder (1954),Crime|Mystery|Thriller
1013,Reservoir Dogs (1992),Crime|Mystery|Thriller
1014,"Streetcar Named Desire, A (1951)",Drama
1015,Goodfellas (1990),Crime|Drama
1016,"Godfather: Part II, The (1974)",Crime|Drama
1017,Fight Club (1999),Action|Crime|Drama|Thriller
1018,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
1019,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
1020,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1021,Reservoir Dogs (1992),Crime|Mystery|Thriller
1022,One Flew Over the Cuckoo's Nest (1975),Drama
1023,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1024,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1025,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
1026,Lawrence of Arabia (1962),Adventure|Drama|War
1027,Apocalypse Now (1979),Action|Drama|War
1028,Goodfellas (1990),Crime|Drama
1029,"Godfather: Part II, The (1974)",Crime|Drama
1030,Full Metal Jacket (1987),Drama|War
1031,Amadeus (1984),Drama
1032,Forrest Gump (1994),Comedy|Drama|Romance|War
1033,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
1034,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1035,Goodfellas (1990),Crime|Drama
1036,Alien (1979),Horror|Sci-Fi
1037,Ran (1985),Drama|War
1038,Psycho (1960),Crime|Horror
1039,"Godfather: Part II, The (1974)",Crime|Drama
1040,Full Metal Jacket (1987),Drama|War
1041,Amadeus (1984),Drama
1042,"Boot, Das (Boat, The) (1981)",Action|Drama|War
1043,Good Will Hunting (1997),Drama|Romance
1044,Braveheart (1995),Action|Drama|War
1045,Taxi Driver (1976),Crime|Drama|Thriller
1046,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1047,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1048,Rear Window (1954),Mystery|Thriller
1049,Casablanca (1942),Drama|Romance
1050,Goodfellas (1990),Crime|Drama
1051,"Godfather: Part II, The (1974)",Crime|Drama
1052,Cool Hand Luke (1967),Drama
1053,Indiana Jones and the Last Crusade (1989),Action|Adventure
1054,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
1055,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War
1056,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1057,"Shawshank Redemption, The (1994)",Crime|Drama
1058,Schindler's List (1993),Drama|War
1059,Goodfellas (1990),Crime|Drama
1060,"Godfather: Part II, The (1974)",Crime|Drama
1061,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1062,Saving Private Ryan (1998),Action|Drama|War
1063,American History X (1998),Crime|Drama
1064,Fight Club (1999),Action|Crime|Drama|Thriller
1065,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
1066,"Hurt Locker, The (2008)",Action|Drama|Thriller|War
1067,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
1068,Schindler's List (1993),Drama|War
1069,Reservoir Dogs (1992),Crime|Mystery|Thriller
1070,One Flew Over the Cuckoo's Nest (1975),Drama
1071,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1072,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1073,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1074,Lawrence of Arabia (1962),Adventure|Drama|War
1075,Apocalypse Now (1979),Action|Drama|War
1076,Goodfellas (1990),Crime|Drama
1077,Saving Private Ryan (1998),Action|Drama|War
1078,Fight Club (1999),Action|Crime|Drama|Thriller
1079,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
1080,Schindler's List (1993),Drama|War
1081,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
1082,Some Like It Hot (1959),Comedy|Crime
1083,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
1084,12 Angry Men (1957),Drama
1085,Lawrence of Arabia (1962),Adventure|Drama|War
1086,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
1087,American History X (1998),Crime|Drama
1088,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
1089,All the President's Men (1976),Drama|Thriller
1090,"Departed, The (2006)",Crime|Drama|Thriller
1091,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
1092,"Shawshank Redemption, The (1994)",Crime|Drama
1093,Schindler's List (1993),Drama|War
1094,"Godfather, The (1972)",Crime|Drama
1095,Rear Window (1954),Mystery|Thriller
1096,One Flew Over the Cuckoo's Nest (1975),Drama
1097,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1098,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1099,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1100,Apocalypse Now (1979),Action|Drama|War
1101,Fight Club (1999),Action|Crime|Drama|Thriller
1102,Snatch (2000),Comedy|Crime|Thriller
1103,"Departed, The (2006)",Crime|Drama|Thriller
1104,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1105,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1106,"Godfather, The (1972)",Crime|Drama
1107,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1108,On the Waterfront (1954),Crime|Drama
1109,In the Heat of the Night (1967),Drama|Mystery
1110,"French Connection, The (1971)",Action|Crime|Thriller
1111,Rain Man (1988),Drama
1112,"Breakfast Club, The (1985)",Comedy|Drama
1113,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
1114,American History X (1998),Crime|Drama
1115,Fight Club (1999),Action|Crime|Drama|Thriller
1116,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1117,Vertigo (1958),Drama|Mystery|Romance|Thriller
1118,Rear Window (1954),Mystery|Thriller
1119,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
1120,Some Like It Hot (1959),Comedy|Crime
1121,Casablanca (1942),Drama|Romance
1122,"Maltese Falcon, The (1941)",Film-Noir|Mystery
1123,My Fair Lady (1964),Comedy|Drama|Musical|Romance
1124,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
1125,Citizen Kane (1941),Drama|Mystery
1126,Notorious (1946),Film-Noir|Romance|Thriller
1127,American History X (1998),Crime|Drama
1128,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1129,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1130,"Shawshank Redemption, The (1994)",Crime|Drama
1131,Forrest Gump (1994),Comedy|Drama|Romance|War
1132,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1133,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1134,"Godfather, The (1972)",Crime|Drama
1135,Casablanca (1942),Drama|Romance
1136,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1137,Goodfellas (1990),Crime|Drama
1138,American Beauty (1999),Drama|Romance
1139,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
1140,"Shawshank Redemption, The (1994)",Crime|Drama
1141,Casablanca (1942),Drama|Romance
1142,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1143,Monty Python's Life of Brian (1979),Comedy
1144,Bonnie and Clyde (1967),Crime|Drama
1145,Dial M for Murder (1954),Crime|Mystery|Thriller
1146,Platoon (1986),Drama|War
1147,Goodfellas (1990),Crime|Drama
1148,Glory (1989),Drama|War
1149,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1150,"Shining, The (1980)",Horror
1151,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
1152,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1153,Rear Window (1954),Mystery|Thriller
1154,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
1155,Casablanca (1942),Drama|Romance
1156,Goodfellas (1990),Crime|Drama
1157,"Godfather: Part II, The (1974)",Crime|Drama
1158,Glory (1989),Drama|War
1159,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1160,"Shining, The (1980)",Horror
1161,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1162,Cool Hand Luke (1967),Drama
1163,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
1164,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1165,"Shawshank Redemption, The (1994)",Crime|Drama
1166,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1167,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1168,Apocalypse Now (1979),Action|Drama|War
1169,Goodfellas (1990),Crime|Drama
1170,On the Waterfront (1954),Crime|Drama
1171,Fight Club (1999),Action|Crime|Drama|Thriller
1172,"Departed, The (2006)",Crime|Drama|Thriller
1173,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
1174,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
1175,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
1176,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1177,Taxi Driver (1976),Crime|Drama|Thriller
1178,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1179,Schindler's List (1993),Drama|War
1180,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1181,"Godfather, The (1972)",Crime|Drama
1182,Rear Window (1954),Mystery|Thriller
1183,Good Will Hunting (1997),Drama|Romance
1184,Fight Club (1999),Action|Crime|Drama|Thriller
1185,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
1186,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
1187,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
1188,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1189,"Shawshank Redemption, The (1994)",Crime|Drama
1190,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
1191,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
1192,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1193,Reservoir Dogs (1992),Crime|Mystery|Thriller
1194,"Streetcar Named Desire, A (1951)",Drama
1195,"Godfather: Part II, The (1974)",Crime|Drama
1196,Full Metal Jacket (1987),Drama|War
1197,Boogie Nights (1997),Drama
1198,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1199,Fight Club (1999),Action|Crime|Drama|Thriller
1200,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1201,"Shawshank Redemption, The (1994)",Crime|Drama
1202,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
1203,Goodfellas (1990),Crime|Drama
1204,Alien (1979),Horror|Sci-Fi
1205,Ran (1985),Drama|War
1206,Psycho (1960),Crime|Horror
1207,"Godfather: Part II, The (1974)",Crime|Drama
1208,Full Metal Jacket (1987),Drama|War
1209,Amadeus (1984),Drama
1210,"Boot, Das (Boat, The) (1981)",Action|Drama|War
1211,Harold and Maude (1971),Comedy|Drama|Romance
1212,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1213,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
1214,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1215,Goodfellas (1990),Crime|Drama
1216,Alien (1979),Horror|Sci-Fi
1217,Ran (1985),Drama|War
1218,Psycho (1960),Crime|Horror
1219,"Godfather: Part II, The (1974)",Crime|Drama
1220,Full Metal Jacket (1987),Drama|War
1221,Amadeus (1984),Drama
1222,"Boot, Das (Boat, The) (1981)",Action|Drama|War
1223,Glory (1989),Drama|War
1224,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
1225,Trainspotting (1996),Comedy|Crime|Drama
1226,Rear Window (1954),Mystery|Thriller
1227,"Streetcar Named Desire, A (1951)",Drama
1228,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1229,Cool Hand Luke (1967),Drama
1230,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1231,Rosemary's Baby (1968),Drama|Horror|Thriller
1232,American Beauty (1999),Drama|Romance
1233,"Green Mile, The (1999)",Crime|Drama
1234,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
1235,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
1236,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1237,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1238,"Shawshank Redemption, The (1994)",Crime|Drama
1239,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1240,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1241,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1242,Goodfellas (1990),Crime|Drama
1243,"Godfather: Part II, The (1974)",Crime|Drama
1244,Good Will Hunting (1997),Drama|Romance
1245,Fight Club (1999),Action|Crime|Drama|Thriller
1246,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
1247,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
1248,"Fugitive, The (1993)",Thriller
1249,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
1250,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1251,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
1252,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1253,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1254,Lawrence of Arabia (1962),Adventure|Drama|War
1255,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1256,Rosemary's Baby (1968),Drama|Horror|Thriller
1257,Blazing Saddles (1974),Comedy|Western
1258,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller
1259,"Hurt Locker, The (2008)",Action|Drama|Thriller|War
1260,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1261,One Flew Over the Cuckoo's Nest (1975),Drama
1262,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1263,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1264,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1265,Lawrence of Arabia (1962),Adventure|Drama|War
1266,Apocalypse Now (1979),Action|Drama|War
1267,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1268,Goodfellas (1990),Crime|Drama
1269,"Godfather: Part II, The (1974)",Crime|Drama
1270,Full Metal Jacket (1987),Drama|War
1271,Amadeus (1984),Drama
1272,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1273,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1274,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
1275,Lawrence of Arabia (1962),Adventure|Drama|War
1276,Apocalypse Now (1979),Action|Drama|War
1277,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1278,Goodfellas (1990),Crime|Drama
1279,"Godfather: Part II, The (1974)",Crime|Drama
1280,Full Metal Jacket (1987),Drama|War
1281,Amadeus (1984),Drama
1282,Cool Hand Luke (1967),Drama
1283,Indiana Jones and the Last Crusade (1989),Action|Adventure
1284,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1285,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1286,Fargo (1996),Comedy|Crime|Drama|Thriller
1287,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1288,"Godfather, The (1972)",Crime|Drama
1289,Rear Window (1954),Mystery|Thriller
1290,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1291,Good Will Hunting (1997),Drama|Romance
1292,Doctor Zhivago (1965),Drama|Romance|War
1293,Fight Club (1999),Action|Crime|Drama|Thriller
1294,"Conversation, The (1974)",Drama|Mystery
1295,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
1296,Rear Window (1954),Mystery|Thriller
1297,Lawrence of Arabia (1962),Adventure|Drama|War
1298,Apocalypse Now (1979),Action|Drama|War
1299,Goodfellas (1990),Crime|Drama
1300,"Godfather: Part II, The (1974)",Crime|Drama
1301,Glory (1989),Drama|War
1302,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1303,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1304,"Shining, The (1980)",Horror
1305,Stand by Me (1986),Adventure|Drama
1306,Unforgiven (1992),Drama|Western
1307,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
1308,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1309,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1310,"Shawshank Redemption, The (1994)",Crime|Drama
1311,"Godfather: Part II, The (1974)",Crime|Drama
1312,Amadeus (1984),Drama
1313,Glory (1989),Drama|War
1314,Boogie Nights (1997),Drama
1315,Good Will Hunting (1997),Drama|Romance
1316,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1317,American History X (1998),Crime|Drama
1318,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
1319,"Beautiful Mind, A (2001)",Drama|Romance
1320,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1321,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1322,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1323,Schindler's List (1993),Drama|War
1324,"Godfather, The (1972)",Crime|Drama
1325,One Flew Over the Cuckoo's Nest (1975),Drama
1326,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1327,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1328,Lawrence of Arabia (1962),Adventure|Drama|War
1329,Apocalypse Now (1979),Action|Drama|War
1330,Goodfellas (1990),Crime|Drama
1331,"Godfather: Part II, The (1974)",Crime|Drama
1332,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1333,"Shawshank Redemption, The (1994)",Crime|Drama
1334,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1335,Emma (1996),Comedy|Drama|Romance
1336,"Godfather, The (1972)",Crime|Drama
1337,Rear Window (1954),Mystery|Thriller
1338,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1339,Office Space (1999),Comedy|Crime
1340,Fight Club (1999),Action|Crime|Drama|Thriller
1341,Gladiator (2000),Action|Adventure|Drama
1342,Top Secret! (1984),Comedy
1343,All the President's Men (1976),Drama|Thriller
1344,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1345,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1346,"Shawshank Redemption, The (1994)",Crime|Drama
1347,Schindler's List (1993),Drama|War
1348,Glory (1989),Drama|War
1349,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1350,"Shining, The (1980)",Horror
1351,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1352,Young Frankenstein (1974),Comedy|Fantasy
1353,This Is Spinal Tap (1984),Comedy
1354,Indiana Jones and the Last Crusade (1989),Action|Adventure
1355,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1356,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1357,"Shawshank Redemption, The (1994)",Crime|Drama
1358,Forrest Gump (1994),Comedy|Drama|Romance|War
1359,Schindler's List (1993),Drama|War
1360,Fargo (1996),Comedy|Crime|Drama|Thriller
1361,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1362,One Flew Over the Cuckoo's Nest (1975),Drama
1363,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1364,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1365,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1366,Lawrence of Arabia (1962),Adventure|Drama|War
1367,Apocalypse Now (1979),Action|Drama|War
1368,"Shawshank Redemption, The (1994)",Crime|Drama
1369,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1370,"Godfather, The (1972)",Crime|Drama
