,title,genres
483,"Shawshank Redemption, The (1994)",Crime|Drama
484,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
485,Groundhog Day (1993),Comedy|Fantasy|Romance
486,Little Miss Sunshine (2006),Adventure|Comedy|Drama
487,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
488,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
489,21 (2008),Crime|Drama|Romance|Thriller
490,Angels & Demons (2009),Crime|Drama|Mystery|Thriller
491,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
492,Forrest Gump (1994),Comedy|Drama|Romance|War
493,Fargo (1996),Comedy|Crime|Drama|Thriller
494,Requiem for a Dream (2000),Drama
495,Finding Nemo (2003),Adventure|Animation|Children|Comedy
496,Dogville (2003),Drama|Mystery|Thriller
497,Arizona Dream (1993),Comedy|Drama|Fantasy|Romance
498,Idiots and Angels (2008),Animation|Drama|Fantasy
499,Baby Driver (2017),Action|Crime|Thriller
500,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
501,Speed (1994),Action|Romance|Thriller
502,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
503,"Fugitive, The (1993)",Thriller
504,"Maltese Falcon, The (1941)",Film-Noir|Mystery
505,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
506,"Constant Gardener, The (2005)",Drama|Thriller
507,Michael Clayton (2007),Drama|Thriller
508,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
509,Casablanca (1942),Drama|Romance
510,Shall We Dance (1937),Comedy|Musical|Romance
511,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery
512,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
513,Starship Troopers (1997),Action|Sci-Fi
514,"Virgin Suicides, The (1999)",Drama|Romance
515,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
516,Braveheart (1995),Action|Drama|War
517,Disclosure (1994),Drama|Thriller
518,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
519,"Shawshank Redemption, The (1994)",Crime|Drama
520,Fargo (1996),Comedy|Crime|Drama|Thriller
521,"Streetcar Named Desire, A (1951)",Drama
522,Alien (1979),Horror|Sci-Fi
523,Raging Bull (1980),Drama
524,American Beauty (1999),Drama|Romance
525,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
526,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
527,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
528,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
529,"Shawshank Redemption, The (1994)",Crime|Drama
530,Forrest Gump (1994),Comedy|Drama|Romance|War
531,"Fugitive, The (1993)",Thriller
532,Braveheart (1995),Action|Drama|War
533,Dances with Wolves (1990),Adventure|Drama|Western
534,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
535,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
536,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
537,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
538,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
539,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
540,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
541,Billy Madison (1995),Comedy
542,"Client, The (1994)",Drama|Mystery|Thriller
543,"Man Without a Face, The (1993)",Drama
544,His Girl Friday (1940),Comedy|Romance
545,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
546,Psycho (1960),Crime|Horror
547,Amadeus (1984),Drama
548,Circle of Friends (1995),Drama|Romance
549,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
550,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
551,Drunken Master (Jui kuen) (1978),Action|Comedy
552,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
553,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
554,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX
555,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX
556,Butch Cassidy and the Sundance Kid (1969),Action|Western
557,Contact (1997),Drama|Sci-Fi
558,"League of Their Own, A (1992)",Comedy|Drama
559,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War
560,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
561,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
562,Django Unchained (2012),Action|Drama|Western
563,"Grand Budapest Hotel, The (2014)",Comedy|Drama
564,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
565,Apollo 13 (1995),Adventure|Drama|IMAX
566,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
567,Schindler's List (1993),Drama|War
568,Legally Blonde (2001),Comedy|Romance
569,"Walk to Remember, A (2002)",Drama|Romance
570,(500) Days of Summer (2009),Comedy|Drama|Romance
571,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX
572,American History X (1998),Crime|Drama
573,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
574,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
575,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama
576,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
577,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
578,Taxi Driver (1976),Crime|Drama|Thriller
579,Dances with Wolves (1990),Adventure|Drama|Western
580,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
581,"First Wives Club, The (1996)",Comedy
582,50 First Dates (2004),Comedy|Romance
583,3-Iron (Bin-jip) (2004),Drama|Romance
584,Disclosure (1994),Drama|Thriller
585,True Romance (1993),Crime|Thriller
586,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
587,Chasing Amy (1997),Comedy|Drama|Romance
588,"Phantom of the Opera, The (2004)",Drama|Musical|Romance
589,Pride & Prejudice (2005),Drama|Romance
590,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
591,Paperman (2012),Animation|Comedy|Romance
592,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
593,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
594,Alien (1979),Horror|Sci-Fi
595,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
596,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
597,Dead Man Walking (1995),Crime|Drama
598,"Birdcage, The (1996)",Comedy
599,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
600,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
601,Happy Gilmore (1996),Comedy
602,Phenomenon (1996),Drama|Romance
603,Groundhog Day (1993),Comedy|Fantasy|Romance
604,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
605,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
606,"Godfather, The (1972)",Crime|Drama
607,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
608,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
609,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
610,The Artist (2011),Comedy|Drama|Romance
611,Moonrise Kingdom (2012),Comedy|Drama|Romance
612,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
613,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
614,Rise of the Guardians (2012),Adventure|Animation|Children|Fantasy|IMAX
615,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX
616,Office Space (1999),Comedy|Crime
617,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
618,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy
619,Dinosaur (2000),Adventure|Animation|Children
620,Citizen Kane (1941),Drama|Mystery
621,"Last Days of Disco, The (1998)",Comedy|Drama
622,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
623,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy
624,Schindler's List (1993),Drama|War
625,Kingpin (1996),Comedy
626,Fight Club (1999),Action|Crime|Drama|Thriller
627,"Me, Myself & Irene (2000)",Adventure|Comedy
628,Payback (1999),Action|Thriller
629,"13th Warrior, The (1999)",Action|Adventure|Fantasy
630,28 Days Later (2002),Action|Horror|Sci-Fi
631,10th & Wolf (2006),Crime|Drama|Thriller
632,Juno (2007),Comedy|Drama|Romance
633,(500) Days of Summer (2009),Comedy|Drama|Romance
634,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
635,Hidden Figures (2016),Drama
636,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
637,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
638,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
639,Chicken Run (2000),Animation|Children|Comedy
640,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
641,Doctor Dolittle (1967),Adventure|Children|Musical
642,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
643,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
644,Mr. Holland's Opus (1995),Drama
645,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
646,Miracle on 34th Street (1994),Drama
647,"Shawshank Redemption, The (1994)",Crime|Drama
648,George of the Jungle (1997),Children|Comedy
649,Air Force One (1997),Action|Thriller
650,"Game, The (1997)",Drama|Mystery|Thriller
651,Good Will Hunting (1997),Drama|Romance
652,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
653,Top Gun (1986),Action|Romance
654,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
655,Gladiator (2000),Action|Adventure|Drama
656,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
657,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
658,Indiana Jones and the Last Crusade (1989),Action|Adventure
659,Ocean's Eleven (2001),Crime|Thriller
660,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
661,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
662,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
663,Casino Royale (2006),Action|Adventure|Thriller
664,"Shawshank Redemption, The (1994)",Crime|Drama
665,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
666,X-Men (2000),Action|Adventure|Sci-Fi
667,Dune (2000),Drama|Fantasy|Sci-Fi
668,"Godfather: Part II, The (1974)",Crime|Drama
669,In the Heat of the Night (1967),Drama|Mystery
670,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
671,Inglourious Basterds (2009),Action|Drama|War
672,October Sky (1999),Drama
673,Keeping the Faith (2000),Comedy|Drama|Romance
674,Catch Me If You Can (2002),Crime|Drama
675,Chicago (2002),Comedy|Crime|Drama|Musical
676,Babe (1995),Children|Drama
677,Waterworld (1995),Action|Adventure|Sci-Fi
678,"Shawshank Redemption, The (1994)",Crime|Drama
679,Tombstone (1993),Action|Drama|Western
680,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
681,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
682,Lone Star (1996),Drama|Mystery|Western
683,"Blues Brothers, The (1980)",Action|Comedy|Musical
684,Miracle on 34th Street (1994),Drama
685,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
686,"Sixth Sense, The (1999)",Drama|Horror|Mystery
687,Scrooged (1988),Comedy|Fantasy|Romance
688,Jeffrey (1995),Comedy|Drama
689,Forrest Gump (1994),Comedy|Drama|Romance|War
690,Four Weddings and a Funeral (1994),Comedy|Romance
691,Schindler's List (1993),Drama|War
692,French Kiss (1995),Action|Comedy|Romance
693,Ace Ventura: Pet Detective (1994),Comedy
694,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
695,Tombstone (1993),Action|Drama|Western
696,Footloose (1984),Drama
697,Chasing Liberty (2004),Comedy|Romance
698,Ice Princess (2005),Children|Comedy|Drama
699,Goal! The Dream Begins (Goal!) (2005),Drama
700,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
701,Braveheart (1995),Action|Drama|War
702,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
703,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
704,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
705,Rain Man (1988),Drama
706,Hook (1991),Adventure|Comedy|Fantasy
707,Pitch Perfect (2012),Comedy|Musical
708,Four Weddings and a Funeral (1994),Comedy|Romance
709,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
710,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
711,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
712,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
713,Terminator 2: Judgment Day (1991),Action|Sci-Fi
714,Twister (1996),Action|Adventure|Romance|Thriller
715,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
716,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
717,Goodfellas (1990),Crime|Drama
718,Fight Club (1999),Action|Crime|Drama|Thriller
719,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
720,Babe (1995),Children|Drama
721,"Firm, The (1993)",Drama|Thriller
722,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
723,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
724,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
725,Metropolis (1927),Drama|Sci-Fi
726,Fight Club (1999),Action|Crime|Drama|Thriller
727,Chocolat (2000),Drama|Romance
728,"Fugitive, The (1993)",Thriller
729,Ben-Hur (1959),Action|Adventure|Drama
730,Jaws (1975),Action|Horror
731,Backdraft (1991),Action|Drama
732,"Room, The (2003)",Comedy|Drama|Romance
733,Interstellar (2014),Sci-Fi|IMAX
734,Avengers: Infinity War - Part I (2018),Action|Adventure|Sci-Fi
735,Steve Jobs (2015),Drama
736,Singin' in the Rain (1952),Comedy|Musical|Romance
737,Requiem for a Dream (2000),Drama
738,Traffic (2000),Crime|Drama|Thriller
739,"Beautiful Mind, A (2001)",Drama|Romance
740,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
741,Forbidden Planet (1956),Drama|Sci-Fi
742,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
743,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
744,"Big Lebowski, The (1998)",Comedy|Crime
745,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
746,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War
747,"Downfall (Untergang, Der) (2004)",Drama|War
748,Rear Window (1954),Mystery|Thriller
749,Fantasia (1940),Animation|Children|Fantasy|Musical
750,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
751,Inherit the Wind (1960),Drama
752,Schindler's List (1993),Drama|War
753,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
754,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
755,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
756,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
757,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
758,Lost in Translation (2003),Comedy|Drama|Romance
759,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
760,Dead Man Walking (1995),Crime|Drama
761,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
762,Ed Wood (1994),Comedy|Drama
763,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
764,Apollo 13 (1995),Adventure|Drama|IMAX
765,"Net, The (1995)",Action|Crime|Thriller
766,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
767,Forrest Gump (1994),Comedy|Drama|Romance|War
768,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
769,One Flew Over the Cuckoo's Nest (1975),Drama
770,To Kill a Mockingbird (1962),Drama
771,Persepolis (2007),Animation|Drama
772,"Sound of Music, The (1965)",Musical|Romance
773,Platoon (1986),Drama|War
774,This Is Spinal Tap (1984),Comedy
775,"Last Samurai, The (2003)",Action|Adventure|Drama|War
776,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
777,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
778,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
779,"Others, The (2001)",Drama|Horror|Mystery|Thriller
780,Apollo 13 (1995),Adventure|Drama|IMAX
781,"Rock, The (1996)",Action|Adventure|Thriller
782,Gladiator (2000),Action|Adventure|Drama
783,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
784,Monty Python's Life of Brian (1979),Comedy
785,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
786,Shooting Fish (1997),Comedy|Romance
787,Lolita (1997),Drama|Romance
788,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
789,Stargate (1994),Action|Adventure|Sci-Fi
790,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller
791,Traffic (2000),Crime|Drama|Thriller
792,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
793,Jaws (1975),Action|Horror
794,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
795,"Producers, The (1968)",Comedy
796,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
797,Brick (2005),Crime|Drama|Film-Noir|Mystery
798,Casino Royale (2006),Action|Adventure|Thriller
799,Across the Universe (2007),Drama|Fantasy|Musical|Romance
800,Pretty Woman (1990),Comedy|Romance
801,"Breakfast Club, The (1985)",Comedy|Drama
802,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
803,My Cousin Vinny (1992),Comedy
804,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
805,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
806,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
807,Thelma & Louise (1991),Adventure|Crime|Drama
808,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
809,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
810,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
811,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX
812,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
813,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
814,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
815,Inglourious Basterds (2009),Action|Drama|War
816,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
817,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
818,"Cove, The (2009)",Documentary
819,Django Unchained (2012),Action|Drama|Western
820,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
821,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
822,Lone Star (1996),Drama|Mystery|Western
823,Emma (1996),Comedy|Drama|Romance
824,Dune (1984),Adventure|Sci-Fi
825,American Beauty (1999),Drama|Romance
826,Dr. No (1962),Action|Adventure|Thriller
827,Live and Let Die (1973),Action|Adventure|Thriller
828,Cyrano de Bergerac (1990),Comedy|Drama|Romance
829,Saving Private Ryan (1998),Action|Drama|War
830,"Matrix, The (1999)",Action|Sci-Fi|Thriller
831,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
832,Snatch (2000),Comedy|Crime|Thriller
833,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
834,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
835,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
836,"Matrix, The (1999)",Action|Sci-Fi|Thriller
837,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
838,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
839,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
840,Fight Club (1999),Action|Crime|Drama|Thriller
841,Gladiator (2000),Action|Adventure|Drama
842,Crash (2004),Crime|Drama
843,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
844,Fight Club (1999),Action|Crime|Drama|Thriller
845,Moonrise Kingdom (2012),Comedy|Drama|Romance
846,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
847,Isle of Dogs (2018),Animation|Comedy
848,Terminator 2: Judgment Day (1991),Action|Sci-Fi
849,Rocky (1976),Drama
850,Big Fish (2003),Drama|Fantasy|Romance
851,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
852,Sense and Sensibility (1995),Drama|Romance
853,Happy Gilmore (1996),Comedy
854,Phenomenon (1996),Drama|Romance
855,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
856,"Shawshank Redemption, The (1994)",Crime|Drama
857,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
858,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",Drama
859,Man on Wire (2008),Documentary
860,"Producers, The (1968)",Comedy
861,Risky Business (1983),Comedy
862,High Fidelity (2000),Comedy|Drama|Romance
863,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
864,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
865,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
866,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
867,Titanic (1953),Action|Drama
868,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
869,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
870,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
871,Boogie Nights (1997),Drama
872,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
873,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller
874,Iron Man (2008),Action|Adventure|Sci-Fi
875,Slumdog Millionaire (2008),Crime|Drama|Romance
876,Apollo 13 (1995),Adventure|Drama|IMAX
877,"Godfather, The (1972)",Crime|Drama
878,Aliens (1986),Action|Adventure|Horror|Sci-Fi
879,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",Crime|Drama|Western
880,Blade Runner (1982),Action|Sci-Fi|Thriller
881,One Flew Over the Cuckoo's Nest (1975),Drama
882,Aliens (1986),Action|Adventure|Horror|Sci-Fi
883,Jacob's Ladder (1990),Horror|Mystery
884,"Blues Brothers, The (1980)",Action|Comedy|Musical
885,Argo (2012),Drama|Thriller
886,"Batman: The Dark Knight Returns, Part 2 (2013)",Action|Animation
887,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
888,"Shawshank Redemption, The (1994)",Crime|Drama
889,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
890,Garden State (2004),Comedy|Drama|Romance
891,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller
892,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
893,Big (1988),Comedy|Drama|Fantasy|Romance
894,Romeo and Juliet (1968),Drama|Romance
895,Meet the Parents (2000),Comedy
896,Happy Gilmore (1996),Comedy
897,Tommy Boy (1995),Comedy
898,Jaws (1975),Action|Horror
899,Friday the 13th (1980),Horror|Mystery|Thriller
900,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
901,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
902,"Big Lebowski, The (1998)",Comedy|Crime
903,"Endless Summer, The (1966)",Documentary
904,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
905,Forrest Gump (1994),Comedy|Drama|Romance|War
906,Big Fish (2003),Drama|Fantasy|Romance
907,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
908,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
909,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
910,Alien (1979),Horror|Sci-Fi
911,"Matrix, The (1999)",Action|Sci-Fi|Thriller
912,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
913,Babe (1995),Children|Drama
914,Braveheart (1995),Action|Drama|War
915,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
916,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
917,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
918,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
919,Transformers (2007),Action|Sci-Fi|Thriller|IMAX
920,Terminator 2: Judgment Day (1991),Action|Sci-Fi
921,Die Hard (1988),Action|Crime|Thriller
922,Aliens (1986),Action|Adventure|Horror|Sci-Fi
923,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
924,Gladiator (2000),Action|Adventure|Drama
925,Memento (2000),Mystery|Thriller
926,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX
927,Black Swan (2010),Drama|Thriller
928,"Shawshank Redemption, The (1994)",Crime|Drama
929,Forrest Gump (1994),Comedy|Drama|Romance|War
930,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
931,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
932,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
933,Batman Forever (1995),Action|Adventure|Comedy|Crime
934,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
935,Alien (1979),Horror|Sci-Fi
936,Leaving Las Vegas (1995),Drama|Romance
937,Quiz Show (1994),Drama
938,Forrest Gump (1994),Comedy|Drama|Romance|War
939,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
940,Halloween (1978),Horror
941,"Exorcist, The (1973)",Horror|Mystery
942,Varsity Blues (1999),Comedy|Drama
943,Bowfinger (1999),Comedy
944,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
945,"Shawshank Redemption, The (1994)",Crime|Drama
946,One Flew Over the Cuckoo's Nest (1975),Drama
947,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
948,Patton (1970),Drama|War
949,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
950,Doctor Zhivago (1965),Drama|Romance|War
951,Magnum Force (1973),Action|Crime|Drama|Thriller
952,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
953,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
954,"Few Good Men, A (1992)",Crime|Drama|Thriller
955,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
956,Milk Money (1994),Comedy|Romance
957,Rudy (1993),Drama
958,Son in Law (1993),Comedy|Drama|Romance
959,Dragonheart (1996),Action|Adventure|Fantasy
960,Before Sunrise (1995),Drama|Romance
